,Exporter,Importer,Exporter_region,Import_region,Weight
11400,Cabo Verde,Ukraine,Sub-Saharan Africa,Europe,0.09
11401,Malaysia,Kyrgyzstan,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,0.09
11402,Vanuatu,Norway,Oceania (excl. Australia and New Zealand),Europe,0.09
11403,Czech Republic,Benin,Europe,Sub-Saharan Africa,0.09
11404,Denmark,Philippines,Europe,Eastern and South-Eastern Asia (excl. China),0.089716172
11405,Iran,Oman,Central and Southern Asia,Northern Africa and Western Asia,0.08911346
11406,Denmark,Zambia,Europe,Sub-Saharan Africa,0.0891
11407,Denmark,Cabo Verde,Europe,Sub-Saharan Africa,0.08900000000000001
11408,Qatar,Netherlands,Northern Africa and Western Asia,Europe,0.08900000000000001
11409,Iran,Cote d'Ivoire,Central and Southern Asia,Sub-Saharan Africa,0.089
11410,Ethiopia,Comoros,Sub-Saharan Africa,Sub-Saharan Africa,0.089
11411,United States,Mozambique,Northern America,Sub-Saharan Africa,0.089
11412,Uruguay,Spain,Latin America and the Caribbean,Europe,0.0884
11413,Jordan,Tanzania,Northern Africa and Western Asia,Sub-Saharan Africa,0.088
11414,"Korea, Democratic People’s Republic",Bangladesh,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,0.088
11415,"Korea, Democratic People’s Republic",Guatemala,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,0.088
11416,French Polynesia,French Polynesia,Oceania (excl. Australia and New Zealand),Oceania (excl. Australia and New Zealand),0.088
11417,Australia,El Salvador,Australia and New Zealand,Latin America and the Caribbean,0.08704
11418,Curacao,Grenada,Latin America and the Caribbean,Latin America and the Caribbean,0.087
11419,Sweden,Brazil,Europe,Latin America and the Caribbean,0.08601
11420,Bolivia,Mayotte,Latin America and the Caribbean,Sub-Saharan Africa,0.086
11421,Vietnam,Togo,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.086
11422,Malaysia,Estonia,Eastern and South-Eastern Asia (excl. China),Europe,0.0853
11423,Portugal,Zambia,Europe,Sub-Saharan Africa,0.08525
11424,Aruba,Mongolia,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),0.085
11425,Australia,Morocco,Australia and New Zealand,Northern Africa and Western Asia,0.085
11426,Finland,Kuwait,Europe,Northern Africa and Western Asia,0.085
11427,Bulgaria,Thailand,Europe,Eastern and South-Eastern Asia (excl. China),0.084751
11428,Mali,Benin,Sub-Saharan Africa,Sub-Saharan Africa,0.084
11429,Australia,Syria,Australia and New Zealand,Northern Africa and Western Asia,0.084
11430,Pakistan,United Kingdom,Central and Southern Asia,Europe,0.084
11431,Japan,Jamaica,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,0.084
11432,Austria,Bangladesh,Europe,Central and Southern Asia,0.084
11433,Lebanon,Kenya,Northern Africa and Western Asia,Sub-Saharan Africa,0.08399999999999999
11434,Ukraine,Saint Kitts and Nevis,Europe,Latin America and the Caribbean,0.08395
11435,Pakistan,Singapore,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),0.0837
11436,Germany,Kiribati,Europe,Oceania (excl. Australia and New Zealand),0.08365700000000001
11437,Croatia,Spain,Europe,Europe,0.08354399500000001
11438,Japan,Poland,Eastern and South-Eastern Asia (excl. China),Europe,0.083075
11439,Namibia,China,Sub-Saharan Africa,China,0.083
11440,Austria,Senegal,Europe,Sub-Saharan Africa,0.083
11441,Latvia,France,Europe,Europe,0.083
11442,China,Timor-Leste,China,Eastern and South-Eastern Asia (excl. China),0.083
11443,Guam,Bahrain,Oceania (excl. Australia and New Zealand),Northern Africa and Western Asia,0.083
11444,"China, Hong Kong SAR",Slovakia,China,Europe,0.08299999999999999
11445,Malawi,French Polynesia,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),0.082
11446,Mali,Palau,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),0.082
11447,Dominican Republic,French Polynesia,Latin America and the Caribbean,Oceania (excl. Australia and New Zealand),0.082
11448,Aruba,Panama,Latin America and the Caribbean,Latin America and the Caribbean,0.081922
11449,Peru,Cameroon,Latin America and the Caribbean,Sub-Saharan Africa,0.08185999999999999
11450,Ukraine,Singapore,Europe,Eastern and South-Eastern Asia (excl. China),0.08149
11451,Cote d'Ivoire,Qatar,Sub-Saharan Africa,Northern Africa and Western Asia,0.08114
11452,Australia,Lithuania,Australia and New Zealand,Europe,0.081
11453,Morocco,Cabo Verde,Northern Africa and Western Asia,Sub-Saharan Africa,0.081
11454,Senegal,Guinea,Sub-Saharan Africa,Sub-Saharan Africa,0.081
11455,India,Honduras,Central and Southern Asia,Latin America and the Caribbean,0.081
11456,New Caledonia,Italy,Oceania (excl. Australia and New Zealand),Europe,0.081
11457,Morocco,United Kingdom,Northern Africa and Western Asia,Europe,0.081
11458,Armenia,Switzerland,Northern Africa and Western Asia,Europe,0.0806084591
11459,Sweden,"Congo, Democratic Republic",Europe,Sub-Saharan Africa,0.08
11460,Cyprus,Grenada,Northern Africa and Western Asia,Latin America and the Caribbean,0.08
11461,Aruba,United Kingdom,Latin America and the Caribbean,Europe,0.08
11462,Israel,Portugal,Northern Africa and Western Asia,Europe,0.08
11463,Poland,Niger,Europe,Sub-Saharan Africa,0.08
11464,Oman,France,Northern Africa and Western Asia,Europe,0.08
11465,Poland,Chad,Europe,Sub-Saharan Africa,0.08
11466,Madagascar,Oman,Sub-Saharan Africa,Northern Africa and Western Asia,0.08
11467,"Korea, Democratic People’s Republic",Angola,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.08
11468,New Zealand,Maldives,Australia and New Zealand,Central and Southern Asia,0.08
11469,Sweden,Colombia,Europe,Latin America and the Caribbean,0.079979
11470,Japan,Ghana,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.0799
11471,Cuba,Peru,Latin America and the Caribbean,Latin America and the Caribbean,0.07965
11472,Luxembourg,Ghana,Europe,Sub-Saharan Africa,0.07933
11473,Ukraine,Bermuda,Europe,Northern America,0.07924999999999999
11474,Niue,Lesotho,Oceania (excl. Australia and New Zealand),Sub-Saharan Africa,0.07911
11475,Singapore,Zimbabwe,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.079
11476,Barbados,Jamaica,Latin America and the Caribbean,Latin America and the Caribbean,0.079
11477,Qatar,Canada,Northern Africa and Western Asia,Northern America,0.079
11478,"China, Hong Kong SAR",Trinidad and Tobago,China,Latin America and the Caribbean,0.079
11479,Trinidad and Tobago,Brazil,Latin America and the Caribbean,Latin America and the Caribbean,0.079
11480,Bulgaria,Honduras,Europe,Latin America and the Caribbean,0.079
11481,Cyprus,Georgia,Northern Africa and Western Asia,Northern Africa and Western Asia,0.07800000000000001
11482,Turkey,Rwanda,Northern Africa and Western Asia,Sub-Saharan Africa,0.078
11483,Germany,Somalia,Europe,Sub-Saharan Africa,0.078
11484,Malaysia,Burundi,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.078
11485,Romania,Algeria,Europe,Northern Africa and Western Asia,0.078
11486,Cambodia,South Africa,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.077565
11487,South Africa,Malta,Sub-Saharan Africa,Europe,0.07721197
11488,El Salvador,Niger,Latin America and the Caribbean,Sub-Saharan Africa,0.077
11489,Cuba,New Caledonia,Latin America and the Caribbean,Oceania (excl. Australia and New Zealand),0.077
11490,Luxembourg,Kuwait,Europe,Northern Africa and Western Asia,0.077
11491,Sri Lanka,Iraq,Central and Southern Asia,Northern Africa and Western Asia,0.077
11492,Belgium,Bahamas,Europe,Latin America and the Caribbean,0.077
11493,Jamaica,El Salvador,Latin America and the Caribbean,Latin America and the Caribbean,0.07642
11494,British Virgin Islands,Guinea,Latin America and the Caribbean,Sub-Saharan Africa,0.076
11495,Denmark,Burkina Faso,Europe,Sub-Saharan Africa,0.076
11496,Angola,"Congo, Democratic Republic",Sub-Saharan Africa,Sub-Saharan Africa,0.076
11497,Switzerland,Saint Vincent and the Grenadines,Europe,Latin America and the Caribbean,0.07588
11498,Czech Republic,Bahrain,Europe,Northern Africa and Western Asia,0.07526999999999999
11499,Denmark,"Congo, Republic",Europe,Sub-Saharan Africa,0.07500000000000001
11500,Slovakia,"Congo, Republic",Europe,Sub-Saharan Africa,0.075
11501,Argentina,India,Latin America and the Caribbean,Central and Southern Asia,0.075
11502,Djibouti,Seychelles,Sub-Saharan Africa,Sub-Saharan Africa,0.075
11503,Malaysia,Czech Republic,Eastern and South-Eastern Asia (excl. China),Europe,0.075
11504,Dominica,Lithuania,Latin America and the Caribbean,Europe,0.075
11505,Algeria,Luxembourg,Northern Africa and Western Asia,Europe,0.075
11506,Eswatini,"Congo, Democratic Republic",Sub-Saharan Africa,Sub-Saharan Africa,0.07400000000000001
11507,Latvia,China,Europe,China,0.074
11508,Namibia,Vanuatu,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),0.074
11509,Dominica,Saint Vincent and the Grenadines,Latin America and the Caribbean,Latin America and the Caribbean,0.074
11510,France,Bangladesh,Europe,Central and Southern Asia,0.074
11511,Lithuania,New Zealand,Europe,Australia and New Zealand,0.0735
11512,Yemen,Dominican Republic,Northern Africa and Western Asia,Latin America and the Caribbean,0.073029
11513,Bulgaria,Luxembourg,Europe,Europe,0.07300000000000001
11514,Italy,Botswana,Europe,Sub-Saharan Africa,0.07300000000000001
11515,Poland,Cameroon,Europe,Sub-Saharan Africa,0.073
11516,Dominican Republic,Albania,Latin America and the Caribbean,Europe,0.073
11517,Turkey,Mayotte,Northern Africa and Western Asia,Sub-Saharan Africa,0.073
11518,Poland,"Congo, Republic",Europe,Sub-Saharan Africa,0.07200000000000001
11519,Turkey,Myanmar,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),0.072
11520,Sweden,Moldova,Europe,Europe,0.072
11521,Portugal,Ethiopia,Europe,Sub-Saharan Africa,0.072
11522,Peru,Cote d'Ivoire,Latin America and the Caribbean,Sub-Saharan Africa,0.072
11523,Tunisia,Rwanda,Northern Africa and Western Asia,Sub-Saharan Africa,0.072
11524,Philippines,Tonga,Eastern and South-Eastern Asia (excl. China),Oceania (excl. Australia and New Zealand),0.072
11525,United Arab Emirates,Paraguay,Northern Africa and Western Asia,Latin America and the Caribbean,0.072
11526,Mali,Norway,Sub-Saharan Africa,Europe,0.072
11527,Sweden,Somalia,Europe,Sub-Saharan Africa,0.071654
11528,Estonia,South Africa,Europe,Sub-Saharan Africa,0.0713
11529,South Africa,Honduras,Sub-Saharan Africa,Latin America and the Caribbean,0.07100000000000001
11530,Switzerland,Jamaica,Europe,Latin America and the Caribbean,0.07100000000000001
11531,Egypt,Denmark,Northern Africa and Western Asia,Europe,0.07100000000000001
11532,Cuba,Mayotte,Latin America and the Caribbean,Sub-Saharan Africa,0.071
11533,Slovenia,Latvia,Europe,Europe,0.071
11534,Japan,Honduras,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,0.07032
11535,Sweden,Montenegro,Europe,Europe,0.070231
11536,Saint Vincent and the Grenadines,Angola,Latin America and the Caribbean,Sub-Saharan Africa,0.07
11537,Cuba,Montenegro,Latin America and the Caribbean,Europe,0.07
11538,Turkey,Vietnam,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),0.07
11539,Portugal,Chad,Europe,Sub-Saharan Africa,0.07
11540,Bolivia,Armenia,Latin America and the Caribbean,Northern Africa and Western Asia,0.07
11541,Mauritius,Sri Lanka,Sub-Saharan Africa,Central and Southern Asia,0.07
11542,Bosnia Herzegovina,Rwanda,Europe,Sub-Saharan Africa,0.07
11543,Gibraltar,Namibia,Europe,Sub-Saharan Africa,0.07
11544,Honduras,Kiribati,Latin America and the Caribbean,Oceania (excl. Australia and New Zealand),0.07
11545,Trinidad and Tobago,Marshall Islands,Latin America and the Caribbean,Oceania (excl. Australia and New Zealand),0.07
11546,Mauritania,Egypt,Sub-Saharan Africa,Northern Africa and Western Asia,0.07
11547,Guam,Antigua and Barbuda,Oceania (excl. Australia and New Zealand),Latin America and the Caribbean,0.07
11548,Haiti,Turks and Caicos Islands,Latin America and the Caribbean,Latin America and the Caribbean,0.07
11549,Ukraine,Switzerland,Europe,Europe,0.069995
11550,Cuba,El Salvador,Latin America and the Caribbean,Latin America and the Caribbean,0.069
11551,Costa Rica,Nepal,Latin America and the Caribbean,Central and Southern Asia,0.069
11552,El Salvador,Kyrgyzstan,Latin America and the Caribbean,Central and Southern Asia,0.069
11553,Japan,Argentina,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,0.069
11554,Rwanda,Madagascar,Sub-Saharan Africa,Sub-Saharan Africa,0.069
11555,Switzerland,Bolivia,Europe,Latin America and the Caribbean,0.068578
11556,Estonia,Iceland,Europe,Europe,0.068566
11557,El Salvador,Lao PDR,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),0.0682
11558,Saudi Arabia,Kyrgyzstan,Northern Africa and Western Asia,Central and Southern Asia,0.068
11559,Guinea-Bissau,Tunisia,Sub-Saharan Africa,Northern Africa and Western Asia,0.068
11560,Namibia,Malaysia,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),0.068
11561,Saudi Arabia,Kenya,Northern Africa and Western Asia,Sub-Saharan Africa,0.068
11562,China,Aruba,China,Latin America and the Caribbean,0.068
11563,France,Lao PDR,Europe,Eastern and South-Eastern Asia (excl. China),0.068
11564,Rwanda,Pakistan,Sub-Saharan Africa,Central and Southern Asia,0.068
11565,Turkey,Mexico,Northern Africa and Western Asia,Latin America and the Caribbean,0.067942
11566,Finland,Slovakia,Europe,Europe,0.06785414000000001
11567,Norway,Croatia,Europe,Europe,0.06757236
11568,Burundi,Bahrain,Sub-Saharan Africa,Northern Africa and Western Asia,0.0675
11569,Saudi Arabia,Maldives,Northern Africa and Western Asia,Central and Southern Asia,0.0675
11570,Spain,Barbados,Europe,Latin America and the Caribbean,0.06718566
11571,Ghana,Angola,Sub-Saharan Africa,Sub-Saharan Africa,0.067
11572,Rwanda,Armenia,Sub-Saharan Africa,Northern Africa and Western Asia,0.066
11573,Germany,Cayman Islands,Europe,Latin America and the Caribbean,0.066
11574,"Korea, Republic",Serbia,Eastern and South-Eastern Asia (excl. China),Europe,0.066
11575,Malawi,Saint Vincent and the Grenadines,Sub-Saharan Africa,Latin America and the Caribbean,0.066
11576,Sudan,France,Northern Africa and Western Asia,Europe,0.066
11577,United Kingdom,Botswana,Europe,Sub-Saharan Africa,0.06584000000000001
11578,Kazakhstan,Ukraine,Central and Southern Asia,Europe,0.06578
11579,Eritrea,Sweden,Sub-Saharan Africa,Europe,0.065281
11580,Russian Federation,Bulgaria,Europe,Europe,0.0651
11581,United States,Mayotte,Northern America,Sub-Saharan Africa,0.065
11582,Chile,Honduras,Latin America and the Caribbean,Latin America and the Caribbean,0.065
11583,"Congo, Republic",Gabon,Sub-Saharan Africa,Sub-Saharan Africa,0.065
11584,Andorra,Italy,Europe,Europe,0.065
11585,British Virgin Islands,Saint Kitts and Nevis,Latin America and the Caribbean,Latin America and the Caribbean,0.065
11586,Qatar,Spain,Northern Africa and Western Asia,Europe,0.065
11587,Syria,Hungary,Northern Africa and Western Asia,Europe,0.065
11588,Trinidad and Tobago,Liberia,Latin America and the Caribbean,Sub-Saharan Africa,0.065
11589,Estonia,Syria,Europe,Northern Africa and Western Asia,0.065
11590,Ethiopia,Angola,Sub-Saharan Africa,Sub-Saharan Africa,0.06466
11591,Cyprus,Czech Republic,Northern Africa and Western Asia,Europe,0.064
11592,Ethiopia,Lao PDR,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),0.064
11593,Bulgaria,Sao Tome and Principe,Europe,Sub-Saharan Africa,0.064
11594,New Zealand,Saint Kitts and Nevis,Australia and New Zealand,Latin America and the Caribbean,0.064
11595,Australia,Latvia,Australia and New Zealand,Europe,0.064
11596,Yemen,Iceland,Northern Africa and Western Asia,Europe,0.064
11597,New Zealand,Iceland,Australia and New Zealand,Europe,0.064
11598,Qatar,Kuwait,Northern Africa and Western Asia,Northern Africa and Western Asia,0.064
11599,Namibia,"China, Hong Kong SAR",Sub-Saharan Africa,China,0.063822
11600,Bulgaria,Afghanistan,Europe,Central and Southern Asia,0.0635
11601,Croatia,Malta,Europe,Europe,0.06323626
11602,South Africa,Mexico,Sub-Saharan Africa,Latin America and the Caribbean,0.063
11603,Canada,Uzbekistan,Northern America,Central and Southern Asia,0.063
11604,Philippines,Cambodia,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),0.063
11605,Poland,Guinea,Europe,Sub-Saharan Africa,0.063
11606,Benin,"Congo, Democratic Republic",Sub-Saharan Africa,Sub-Saharan Africa,0.063
11607,Germany,Suriname,Europe,Latin America and the Caribbean,0.063
11608,Niger,United Kingdom,Sub-Saharan Africa,Europe,0.063
11609,Kyrgyzstan,Canada,Central and Southern Asia,Northern America,0.062986
11610,Finland,Chile,Europe,Latin America and the Caribbean,0.062893
11611,Ukraine,Japan,Europe,Eastern and South-Eastern Asia (excl. China),0.06215
11612,Mexico,Cote d'Ivoire,Latin America and the Caribbean,Sub-Saharan Africa,0.062
11613,Lao PDR,Tanzania,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.062
11614,Latvia,Saint Vincent and the Grenadines,Europe,Latin America and the Caribbean,0.062
11615,Panama,Iran,Latin America and the Caribbean,Central and Southern Asia,0.062
11616,Estonia,Philippines,Europe,Eastern and South-Eastern Asia (excl. China),0.062
11617,Qatar,South Africa,Northern Africa and Western Asia,Sub-Saharan Africa,0.06192
11618,"Congo, Republic",Chile,Sub-Saharan Africa,Latin America and the Caribbean,0.061538
11619,Philippines,Finland,Eastern and South-Eastern Asia (excl. China),Europe,0.061
11620,Bulgaria,Cayman Islands,Europe,Latin America and the Caribbean,0.061
11621,Rwanda,Zimbabwe,Sub-Saharan Africa,Sub-Saharan Africa,0.061
11622,Latvia,Gibraltar,Europe,Europe,0.061
11623,United Arab Emirates,Jamaica,Northern Africa and Western Asia,Latin America and the Caribbean,0.061
11624,Finland,Uruguay,Europe,Latin America and the Caribbean,0.061
11625,Venezuela,Guyana,Latin America and the Caribbean,Latin America and the Caribbean,0.061
11626,Canada,Mauritius,Northern America,Sub-Saharan Africa,0.061
11627,Ukraine,Belgium,Europe,Europe,0.060468
11628,Comoros,Canada,Sub-Saharan Africa,Northern America,0.060244
11629,Botswana,"Congo, Republic",Sub-Saharan Africa,Sub-Saharan Africa,0.060000000000000005
11630,Jamaica,Andorra,Latin America and the Caribbean,Europe,0.06
11631,Malawi,Croatia,Sub-Saharan Africa,Europe,0.06
11632,Pakistan,Greece,Central and Southern Asia,Europe,0.06
11633,Curacao,Suriname,Latin America and the Caribbean,Latin America and the Caribbean,0.06
11634,Singapore,Malawi,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.06
11635,Papua New Guinea,Lebanon,Oceania (excl. Australia and New Zealand),Northern Africa and Western Asia,0.06
11636,Yemen,Uruguay,Northern Africa and Western Asia,Latin America and the Caribbean,0.06
11637,Angola,Bulgaria,Sub-Saharan Africa,Europe,0.06
11638,Singapore,Brazil,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,0.06
11639,Kenya,Uzbekistan,Sub-Saharan Africa,Central and Southern Asia,0.06
11640,Panama,Morocco,Latin America and the Caribbean,Northern Africa and Western Asia,0.06
11641,Yemen,Finland,Northern Africa and Western Asia,Europe,0.06
11642,Rwanda,Azerbaijan,Sub-Saharan Africa,Northern Africa and Western Asia,0.06
11643,Guinea,Kazakhstan,Sub-Saharan Africa,Central and Southern Asia,0.06
11644,Mexico,Uzbekistan,Latin America and the Caribbean,Central and Southern Asia,0.06
11645,China,Chad,China,Sub-Saharan Africa,0.06
11646,Russian Federation,North Macedonia,Europe,Europe,0.06
11647,Trinidad and Tobago,El Salvador,Latin America and the Caribbean,Latin America and the Caribbean,0.06
11648,Philippines,Aruba,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,0.06
11649,Holy See,Italy,Europe,Europe,0.06
11650,Senegal,Burundi,Sub-Saharan Africa,Sub-Saharan Africa,0.06
11651,Suriname,Trinidad and Tobago,Latin America and the Caribbean,Latin America and the Caribbean,0.06
11652,Dominican Republic,North Macedonia,Latin America and the Caribbean,Europe,0.06
11653,Lebanon,Slovenia,Northern Africa and Western Asia,Europe,0.06
11654,Ethiopia,Honduras,Sub-Saharan Africa,Latin America and the Caribbean,0.06
11655,Lithuania,Andorra,Europe,Europe,0.06
11656,Kuwait,Mauritania,Northern Africa and Western Asia,Sub-Saharan Africa,0.06
11657,Ireland,Belarus,Europe,Europe,0.06
11658,Dominican Republic,Uzbekistan,Latin America and the Caribbean,Central and Southern Asia,0.06
11659,Norway,Falkland Islands (Malvinas),Europe,Latin America and the Caribbean,0.06
11660,Croatia,Mongolia,Europe,Eastern and South-Eastern Asia (excl. China),0.06
11661,United Kingdom,Cabo Verde,Europe,Sub-Saharan Africa,0.06
11662,Tanzania,Honduras,Sub-Saharan Africa,Latin America and the Caribbean,0.06
11663,Tanzania,Kyrgyzstan,Sub-Saharan Africa,Central and Southern Asia,0.06
11664,Myanmar,South Africa,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.05968
11665,Thailand,Timor-Leste,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),0.05946
11666,Kuwait,Austria,Northern Africa and Western Asia,Europe,0.059359999999999996
11667,Turkey,Comoros,Northern Africa and Western Asia,Sub-Saharan Africa,0.059000000000000004
11668,Mexico,Ethiopia,Latin America and the Caribbean,Sub-Saharan Africa,0.059000000000000004
11669,Poland,Argentina,Europe,Latin America and the Caribbean,0.059
11670,Philippines,Syria,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,0.059
11671,Egypt,Tanzania,Northern Africa and Western Asia,Sub-Saharan Africa,0.059
11672,Portugal,Bonaire,Europe,Latin America and the Caribbean,0.059
11673,Togo,Turkey,Sub-Saharan Africa,Northern Africa and Western Asia,0.059
11674,Yemen,Belarus,Northern Africa and Western Asia,Europe,0.059
11675,Gambia,Romania,Sub-Saharan Africa,Europe,0.059
11676,Zimbabwe,Mongolia,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),0.059
11677,Bulgaria,"Korea, Democratic People’s Republic",Europe,Eastern and South-Eastern Asia (excl. China),0.059
11678,Chile,"China, Hong Kong SAR",Latin America and the Caribbean,China,0.058942
11679,Sweden,"China, Macao SAR",Europe,China,0.058391
11680,Albania,Canada,Europe,Northern America,0.058269
11681,Estonia,Nigeria,Europe,Sub-Saharan Africa,0.0582
11682,Sri Lanka,Brunei Darussalam,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),0.058
11683,Greece,Bangladesh,Europe,Central and Southern Asia,0.058
11684,Argentina,Lithuania,Latin America and the Caribbean,Europe,0.058
11685,Poland,Indonesia,Europe,Eastern and South-Eastern Asia (excl. China),0.058
11686,Nicaragua,Cote d'Ivoire,Latin America and the Caribbean,Sub-Saharan Africa,0.058
11687,Argentina,Belarus,Latin America and the Caribbean,Europe,0.058
11688,Sierra Leone,Gabon,Sub-Saharan Africa,Sub-Saharan Africa,0.058
11689,China,Tajikistan,China,Central and Southern Asia,0.057999999999999996
11690,Ecuador,Saint Vincent and the Grenadines,Latin America and the Caribbean,Latin America and the Caribbean,0.05779
11691,Norway,Ghana,Europe,Sub-Saharan Africa,0.05769
11692,Tanzania,Nigeria,Sub-Saharan Africa,Sub-Saharan Africa,0.057674
11693,Ecuador,Lebanon,Latin America and the Caribbean,Northern Africa and Western Asia,0.05755
11694,Algeria,Lao PDR,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),0.057
11695,Greece,"Congo, Republic",Europe,Sub-Saharan Africa,0.057
11696,"Korea, Republic",Senegal,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.057
11697,Latvia,Bermuda,Europe,Northern America,0.057
11698,Japan,Moldova,Eastern and South-Eastern Asia (excl. China),Europe,0.057
11699,Niger,Ghana,Sub-Saharan Africa,Sub-Saharan Africa,0.056999999999999995
11700,Sweden,Eritrea,Europe,Sub-Saharan Africa,0.056936
11701,Tanzania,French Polynesia,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),0.0566
11702,Belgium,Central African Republic,Europe,Sub-Saharan Africa,0.056
11703,"China, Hong Kong SAR",Bahrain,China,Northern Africa and Western Asia,0.056
11704,El Salvador,Cameroon,Latin America and the Caribbean,Sub-Saharan Africa,0.056
11705,Kazakhstan,Denmark,Central and Southern Asia,Europe,0.056
11706,Vanuatu,Canada,Oceania (excl. Australia and New Zealand),Northern America,0.056
11707,Iraq,Netherlands,Northern Africa and Western Asia,Europe,0.056
11708,United Kingdom,Papua New Guinea,Europe,Oceania (excl. Australia and New Zealand),0.056
11709,Brazil,Saint Lucia,Latin America and the Caribbean,Latin America and the Caribbean,0.055999999999999994
11710,Romania,Nigeria,Europe,Sub-Saharan Africa,0.0555
11711,Kuwait,Switzerland,Northern Africa and Western Asia,Europe,0.055
11712,Kyrgyzstan,Germany,Central and Southern Asia,Europe,0.055
11713,Cyprus,Argentina,Northern Africa and Western Asia,Latin America and the Caribbean,0.055
11714,Kenya,Kyrgyzstan,Sub-Saharan Africa,Central and Southern Asia,0.055
11715,Curacao,Saint Lucia,Latin America and the Caribbean,Latin America and the Caribbean,0.055
11716,Iceland,France,Europe,Europe,0.055
11717,Myanmar,Austria,Eastern and South-Eastern Asia (excl. China),Europe,0.055
11718,South Africa,New Caledonia,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),0.055
11719,Cote d'Ivoire,Bahamas,Sub-Saharan Africa,Latin America and the Caribbean,0.055
11720,Namibia,Mauritius,Sub-Saharan Africa,Sub-Saharan Africa,0.055
11721,Bahrain,Sri Lanka,Northern Africa and Western Asia,Central and Southern Asia,0.055
11722,Nepal,Philippines,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),0.055
11723,Ukraine,Antigua and Barbuda,Europe,Latin America and the Caribbean,0.0547
11724,Switzerland,Nicaragua,Europe,Latin America and the Caribbean,0.05435
11725,Georgia,Netherlands,Northern Africa and Western Asia,Europe,0.054144000000000005
11726,Kyrgyzstan,"Korea, Republic",Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),0.054000000000000006
11727,Germany,Nepal,Europe,Central and Southern Asia,0.054000000000000006
11728,"China, Macao SAR",Netherlands,China,Europe,0.054
11729,Thailand,Senegal,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.054
11730,Mali,Kenya,Sub-Saharan Africa,Sub-Saharan Africa,0.054
11731,Malaysia,Mauritania,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,0.054
11732,Ukraine,Norway,Europe,Europe,0.054
11733,Luxembourg,Egypt,Europe,Northern Africa and Western Asia,0.054
11734,Bulgaria,Australia,Europe,Australia and New Zealand,0.054
11735,China,Jamaica,China,Latin America and the Caribbean,0.054
11736,Estonia,Mauritania,Europe,Sub-Saharan Africa,0.054
11737,Hungary,Sri Lanka,Europe,Central and Southern Asia,0.054
11738,Ecuador,Kyrgyzstan,Latin America and the Caribbean,Central and Southern Asia,0.054
11739,"Korea, Republic",Barbados,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,0.054
11740,Ireland,Georgia,Europe,Northern Africa and Western Asia,0.053707365
11741,Senegal,Sweden,Sub-Saharan Africa,Europe,0.053676999999999996
11742,Yemen,Armenia,Northern Africa and Western Asia,Northern Africa and Western Asia,0.053000000000000005
11743,Iceland,Bermuda,Europe,Northern America,0.053000000000000005
11744,Finland,"China, Hong Kong SAR",Europe,China,0.053000000000000005
11745,Cyprus,Senegal,Northern Africa and Western Asia,Sub-Saharan Africa,0.053
