,Exporter,Importer,Exporter_region,Import_region,Weight
4197,Lebanon,Mali,Northern Africa and Western Asia,Sub-Saharan Africa,26.93401482
4198,Canada,Thailand,Northern America,Eastern and South-Eastern Asia (excl. China),26.920377785
4199,Namibia,Ireland,Sub-Saharan Africa,Europe,26.9
4200,United Arab Emirates,Brazil,Northern Africa and Western Asia,Latin America and the Caribbean,26.88110132
4201,Germany,Cameroon,Europe,Sub-Saharan Africa,26.804825054
4202,India,Jamaica,Central and Southern Asia,Latin America and the Caribbean,26.768172088
4203,Iran,Hungary,Central and Southern Asia,Europe,26.7518787
4204,Serbia,Australia,Europe,Australia and New Zealand,26.7496754
4205,United Arab Emirates,Zambia,Northern Africa and Western Asia,Sub-Saharan Africa,26.74415351
4206,Sri Lanka,Faeroe Islands,Central and Southern Asia,Europe,26.731
4207,Mexico,Guatemala,Latin America and the Caribbean,Latin America and the Caribbean,26.72686653
4208,France,Slovenia,Europe,Europe,26.6821647054
4209,Kenya,Armenia,Sub-Saharan Africa,Northern Africa and Western Asia,26.666
4210,Paraguay,Venezuela,Latin America and the Caribbean,Latin America and the Caribbean,26.647348
4211,Malaysia,Brazil,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,26.619999999999997
4212,United States,Finland,Northern America,Europe,26.61692731
4213,Honduras,El Salvador,Latin America and the Caribbean,Latin America and the Caribbean,26.60027375
4214,Malaysia,Spain,Eastern and South-Eastern Asia (excl. China),Europe,26.564
4215,Liberia,Ghana,Sub-Saharan Africa,Sub-Saharan Africa,26.56258
4216,Netherlands,Moldova,Europe,Europe,26.5417916154
4217,"Congo, Democratic Republic",Belgium,Sub-Saharan Africa,Europe,26.526
4218,Serbia,Sweden,Europe,Europe,26.522026002
4219,New Zealand,Singapore,Australia and New Zealand,Eastern and South-Eastern Asia (excl. China),26.4827816594
4220,Gabon,Ireland,Sub-Saharan Africa,Europe,26.456
4221,Kenya,Anguilla,Sub-Saharan Africa,Latin America and the Caribbean,26.4
4222,Indonesia,Montserrat,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,26.4
4223,"China, Hong Kong SAR",Kenya,China,Sub-Saharan Africa,26.392
4224,Spain,Slovakia,Europe,Europe,26.381153797
4225,Mali,United States,Sub-Saharan Africa,Northern America,26.351
4226,Switzerland,Guinea,Europe,Sub-Saharan Africa,26.32
4227,United Kingdom,Armenia,Europe,Northern Africa and Western Asia,26.269686399999998
4228,Morocco,Qatar,Northern Africa and Western Asia,Northern Africa and Western Asia,26.23842256
4229,Singapore,Switzerland,Eastern and South-Eastern Asia (excl. China),Europe,26.180789515999997
4230,Lebanon,Malaysia,Northern Africa and Western Asia,Eastern and South-Eastern Asia (excl. China),26.18
4231,South Africa,Vietnam,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),26.1751565
4232,"Korea, Republic",Mexico,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,26.129357947
4233,Slovakia,Croatia,Europe,Europe,26.127758094
4234,Maldives,Singapore,Central and Southern Asia,Eastern and South-Eastern Asia (excl. China),26.126810000000003
4235,China,Jamaica,China,Latin America and the Caribbean,26.1093453
4236,Vietnam,Ghana,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,26.06
4237,North Macedonia,Albania,Europe,Europe,26.058355377999998
4238,Slovakia,Japan,Europe,Eastern and South-Eastern Asia (excl. China),26.043
4239,Sweden,Jordan,Europe,Northern Africa and Western Asia,26.040239
4240,Iran,Italy,Central and Southern Asia,Europe,26.02899385
4241,Ukraine,Pakistan,Europe,Central and Southern Asia,26.019000000000002
4242,Netherlands,Peru,Europe,Latin America and the Caribbean,26.004426
4243,Malawi,Papua New Guinea,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),26.0
4244,Papua New Guinea,Israel,Oceania (excl. Australia and New Zealand),Northern Africa and Western Asia,26.0
4245,Antigua and Barbuda,France,Latin America and the Caribbean,Europe,26.0
4246,"Congo, Republic",Gambia,Sub-Saharan Africa,Sub-Saharan Africa,25.987
4247,Italy,United Arab Emirates,Europe,Northern Africa and Western Asia,25.980826669000002
4248,France,Uruguay,Europe,Latin America and the Caribbean,25.971012690000002
4249,Dominica,Belize,Latin America and the Caribbean,Latin America and the Caribbean,25.961
4250,Indonesia,Cyprus,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,25.938
4251,Thailand,Mauritania,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,25.92
4252,Guinea,Niger,Sub-Saharan Africa,Sub-Saharan Africa,25.9
4253,Belgium,Algeria,Europe,Northern Africa and Western Asia,25.837
4254,United Arab Emirates,Aruba,Northern Africa and Western Asia,Latin America and the Caribbean,25.834690000000002
4255,Tanzania,Ethiopia,Sub-Saharan Africa,Sub-Saharan Africa,25.823
4256,South Africa,Paraguay,Sub-Saharan Africa,Latin America and the Caribbean,25.811999999999998
4257,Japan,Finland,Eastern and South-Eastern Asia (excl. China),Europe,25.807945407
4258,Italy,"Korea, Republic",Europe,Eastern and South-Eastern Asia (excl. China),25.78098993
4259,Poland,Yemen,Europe,Northern Africa and Western Asia,25.737000000000002
4260,Singapore,North Macedonia,Eastern and South-Eastern Asia (excl. China),Europe,25.724999999999998
4261,Thailand,Spain,Eastern and South-Eastern Asia (excl. China),Europe,25.7191516901
4262,Malaysia,Russian Federation,Eastern and South-Eastern Asia (excl. China),Europe,25.699298016
4263,Oman,Bahrain,Northern Africa and Western Asia,Northern Africa and Western Asia,25.678494899999997
4264,El Salvador,United States,Latin America and the Caribbean,Northern America,25.6675866
4265,France,Chile,Europe,Latin America and the Caribbean,25.6670927765
4266,"China, Hong Kong SAR",Tanzania,China,Sub-Saharan Africa,25.660999999999998
4267,Switzerland,Canada,Europe,Northern America,25.6536420061
4268,Denmark,"Korea, Republic",Europe,Eastern and South-Eastern Asia (excl. China),25.65201
4269,Philippines,Pakistan,Eastern and South-Eastern Asia (excl. China),Central and Southern Asia,25.603
4270,Bolivia,Peru,Latin America and the Caribbean,Latin America and the Caribbean,25.59771943
4271,Croatia,Montenegro,Europe,Europe,25.5765759004
4272,Turkey,Slovakia,Northern Africa and Western Asia,Europe,25.564675
4273,Senegal,India,Sub-Saharan Africa,Central and Southern Asia,25.56
4274,Lesotho,South Africa,Sub-Saharan Africa,Sub-Saharan Africa,25.5558880678
4275,Cayman Islands,Ireland,Latin America and the Caribbean,Europe,25.551000000000002
4276,Trinidad and Tobago,Sint Maarten (Dutch part),Latin America and the Caribbean,Latin America and the Caribbean,25.532999999999998
4277,Indonesia,Senegal,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,25.524
4278,Mali,France,Sub-Saharan Africa,Europe,25.49948525
4279,Australia,Myanmar,Australia and New Zealand,Eastern and South-Eastern Asia (excl. China),25.498708253
4280,Sri Lanka,Paraguay,Central and Southern Asia,Latin America and the Caribbean,25.492
4281,United States,Armenia,Northern America,Northern Africa and Western Asia,25.476
4282,Turkey,Chile,Northern Africa and Western Asia,Latin America and the Caribbean,25.39014067
4283,Guatemala,Kuwait,Latin America and the Caribbean,Northern Africa and Western Asia,25.353
4284,Belgium,Iceland,Europe,Europe,25.347272798
4285,Turkey,Morocco,Northern Africa and Western Asia,Northern Africa and Western Asia,25.32868992
4286,Thailand,South Africa,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,25.3017937026
4287,Malawi,Suriname,Sub-Saharan Africa,Latin America and the Caribbean,25.3
4288,Ecuador,Brazil,Latin America and the Caribbean,Latin America and the Caribbean,25.252000000000002
4289,Spain,Argentina,Europe,Latin America and the Caribbean,25.240392252
4290,Egypt,Djibouti,Northern Africa and Western Asia,Sub-Saharan Africa,25.23497
4291,North Macedonia,Croatia,Europe,Europe,25.208212358
4292,Ethiopia,Ukraine,Sub-Saharan Africa,Europe,25.2
4293,Antigua and Barbuda,India,Latin America and the Caribbean,Central and Southern Asia,25.2
4294,United Arab Emirates,Curacao,Northern Africa and Western Asia,Latin America and the Caribbean,25.16226
4295,Indonesia,Holy See,Eastern and South-Eastern Asia (excl. China),Europe,25.14
4296,Kenya,Rwanda,Sub-Saharan Africa,Sub-Saharan Africa,25.1264437472
4297,Kuwait,Bahrain,Northern Africa and Western Asia,Northern Africa and Western Asia,25.1081615
4298,Spain,Czech Republic,Europe,Europe,25.102405732
4299,Zambia,Malaysia,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),25.080000000000002
4300,Pitcairn,Kenya,Oceania (excl. Australia and New Zealand),Sub-Saharan Africa,25.02
4301,Mali,Botswana,Sub-Saharan Africa,Sub-Saharan Africa,25.0
4302,Thailand,Antigua and Barbuda,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,24.987
4303,Australia,Saudi Arabia,Australia and New Zealand,Northern Africa and Western Asia,24.9718267
4304,Kenya,Papua New Guinea,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),24.854
4305,Romania,Greece,Europe,Europe,24.826016857
4306,Morocco,Gambia,Northern Africa and Western Asia,Sub-Saharan Africa,24.823999999999998
4307,Albania,Malaysia,Europe,Eastern and South-Eastern Asia (excl. China),24.8
4308,Malaysia,Mongolia,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),24.756079229999997
4309,Ghana,India,Sub-Saharan Africa,Central and Southern Asia,24.74
4310,Kenya,Eswatini,Sub-Saharan Africa,Sub-Saharan Africa,24.73630711
4311,Luxembourg,Algeria,Europe,Northern Africa and Western Asia,24.7
4312,Sierra Leone,United States,Sub-Saharan Africa,Northern America,24.681
4313,Jamaica,Bermuda,Latin America and the Caribbean,Northern America,24.662947629999998
4314,Ghana,Germany,Sub-Saharan Africa,Europe,24.6487062
4315,Serbia,Georgia,Europe,Northern Africa and Western Asia,24.633
4316,South Africa,Ethiopia,Sub-Saharan Africa,Sub-Saharan Africa,24.600514416
4317,Serbia,Hungary,Europe,Europe,24.5903260131
4318,Lebanon,Iraq,Northern Africa and Western Asia,Northern Africa and Western Asia,24.581
4319,"China, Hong Kong SAR",New Caledonia,China,Oceania (excl. Australia and New Zealand),24.576999999999998
4320,"Congo, Democratic Republic",Ireland,Sub-Saharan Africa,Europe,24.575
4321,Spain,India,Europe,Central and Southern Asia,24.5749
4322,Kyrgyzstan,Austria,Central and Southern Asia,Europe,24.57
4323,Chile,Poland,Latin America and the Caribbean,Europe,24.5494233
4324,Zambia,United Arab Emirates,Sub-Saharan Africa,Northern Africa and Western Asia,24.53
4325,"Korea, Republic",Thailand,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),24.527074454
4326,Uganda,Greece,Sub-Saharan Africa,Europe,24.52
4327,Denmark,Afghanistan,Europe,Central and Southern Asia,24.474
4328,Paraguay,Jordan,Latin America and the Caribbean,Northern Africa and Western Asia,24.421352
4329,Malawi,Serbia,Sub-Saharan Africa,Europe,24.4
4330,Morocco,Togo,Northern Africa and Western Asia,Sub-Saharan Africa,24.389000000000003
4331,Singapore,Saint Vincent and the Grenadines,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,24.337
4332,Poland,Bermuda,Europe,Northern America,24.32509887
4333,Egypt,Hungary,Northern Africa and Western Asia,Europe,24.3248837
4334,Madagascar,United States,Sub-Saharan Africa,Northern America,24.32338
4335,Tanzania,Sierra Leone,Sub-Saharan Africa,Sub-Saharan Africa,24.303
4336,Lesotho,United States,Sub-Saharan Africa,Northern America,24.302999999999997
4337,Italy,Cameroon,Europe,Sub-Saharan Africa,24.3
4338,Egypt,Belgium,Northern Africa and Western Asia,Europe,24.2877765
4339,South Africa,Cote d'Ivoire,Sub-Saharan Africa,Sub-Saharan Africa,24.264804114999997
4340,Malawi,Nauru,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),24.24
4341,Cyprus,Ghana,Northern Africa and Western Asia,Sub-Saharan Africa,24.20588
4342,Nigeria,Peru,Sub-Saharan Africa,Latin America and the Caribbean,24.18
4343,South Africa,Cyprus,Sub-Saharan Africa,Northern Africa and Western Asia,24.1586409
4344,Uganda,Comoros,Sub-Saharan Africa,Sub-Saharan Africa,24.14
4345,Saudi Arabia,Seychelles,Northern Africa and Western Asia,Sub-Saharan Africa,24.139308
4346,Spain,"Korea, Republic",Europe,Eastern and South-Eastern Asia (excl. China),24.070556325000002
4347,Malaysia,"Congo, Republic",Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,24.06185
4348,Japan,Slovakia,Eastern and South-Eastern Asia (excl. China),Europe,24.053707032
4349,Colombia,State of Palestine,Latin America and the Caribbean,Northern Africa and Western Asia,24.052941999999998
4350,Argentina,Greece,Latin America and the Caribbean,Europe,24.041
4351,New Zealand,Burkina Faso,Australia and New Zealand,Sub-Saharan Africa,24.0
4352,Kenya,Nauru,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),24.0
4353,Indonesia,Liberia,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,24.0
4354,Uganda,Iran,Sub-Saharan Africa,Central and Southern Asia,24.0
4355,Germany,New Caledonia,Europe,Oceania (excl. Australia and New Zealand),23.99600363
4356,Belarus,Germany,Europe,Europe,23.96549277
4357,"Korea, Republic",Guatemala,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,23.9476513
4358,Thailand,Benin,Eastern and South-Eastern Asia (excl. China),Sub-Saharan Africa,23.9249593
4359,Nepal,"China, Hong Kong SAR",Central and Southern Asia,China,23.91689965
4360,Bulgaria,India,Europe,Central and Southern Asia,23.883999999999997
4361,Cayman Islands,Poland,Latin America and the Caribbean,Europe,23.84
4362,Belgium,Philippines,Europe,Eastern and South-Eastern Asia (excl. China),23.829868873
4363,Slovakia,Guinea,Europe,Sub-Saharan Africa,23.82
4364,Japan,Lithuania,Eastern and South-Eastern Asia (excl. China),Europe,23.815569935
4365,Romania,Denmark,Europe,Europe,23.80302962
4366,Nicaragua,Poland,Latin America and the Caribbean,Europe,23.8
4367,France,Comoros,Europe,Sub-Saharan Africa,23.78657885
4368,Lebanon,Mauritania,Northern Africa and Western Asia,Sub-Saharan Africa,23.777
4369,United Kingdom,State of Palestine,Europe,Northern Africa and Western Asia,23.775266000000002
4370,Brunei Darussalam,Malaysia,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),23.7706206
4371,Romania,United States,Europe,Northern America,23.7427727
4372,Uganda,South Africa,Sub-Saharan Africa,Sub-Saharan Africa,23.73341
4373,Lebanon,Panama,Northern Africa and Western Asia,Latin America and the Caribbean,23.67716716
4374,Brunei Darussalam,United Kingdom,Eastern and South-Eastern Asia (excl. China),Europe,23.650000000000002
4375,Switzerland,Panama,Europe,Latin America and the Caribbean,23.631
4376,Cameroon,France,Sub-Saharan Africa,Europe,23.6231034
4377,Comoros,Pakistan,Sub-Saharan Africa,Central and Southern Asia,23.616
4378,Guatemala,Egypt,Latin America and the Caribbean,Northern Africa and Western Asia,23.599
4379,United States,Lithuania,Northern America,Europe,23.572824495
4380,Brazil,"China, Macao SAR",Latin America and the Caribbean,China,23.563458999999998
4381,Tanzania,Thailand,Sub-Saharan Africa,Eastern and South-Eastern Asia (excl. China),23.555
4382,Turkey,Oman,Northern Africa and Western Asia,Northern Africa and Western Asia,23.535882723
4383,Papua New Guinea,Kazakhstan,Oceania (excl. Australia and New Zealand),Central and Southern Asia,23.52
4384,Canada,Saint Lucia,Northern America,Latin America and the Caribbean,23.46842992
4385,Hungary,Austria,Europe,Europe,23.439279829
4386,Zimbabwe,Cyprus,Sub-Saharan Africa,Northern Africa and Western Asia,23.4
4387,Mozambique,Kuwait,Sub-Saharan Africa,Northern Africa and Western Asia,23.4
4388,Bangladesh,Bhutan,Central and Southern Asia,Central and Southern Asia,23.387999999999998
4389,Japan,Argentina,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,23.37244834
4390,Thailand,Austria,Eastern and South-Eastern Asia (excl. China),Europe,23.344057016
4391,France,Kazakhstan,Europe,Central and Southern Asia,23.33249724
4392,Czech Republic,Estonia,Europe,Europe,23.306772903
4393,Germany,Afghanistan,Europe,Central and Southern Asia,23.302
4394,Malaysia,Timor-Leste,Eastern and South-Eastern Asia (excl. China),Eastern and South-Eastern Asia (excl. China),23.3004
4395,Vietnam,State of Palestine,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,23.273414
4396,Sri Lanka,Luxembourg,Central and Southern Asia,Europe,23.2441
4397,Maldives,Sri Lanka,Central and Southern Asia,Central and Southern Asia,23.2197
4398,Bolivia,United States,Latin America and the Caribbean,Northern America,23.21549849
4399,Indonesia,Malta,Eastern and South-Eastern Asia (excl. China),Europe,23.213
4400,Namibia,Switzerland,Sub-Saharan Africa,Europe,23.212
4401,Malawi,Somalia,Sub-Saharan Africa,Sub-Saharan Africa,23.2
4402,Malawi,Sweden,Sub-Saharan Africa,Europe,23.2
4403,Morocco,Malta,Northern Africa and Western Asia,Europe,23.2
4404,Sweden,Malta,Europe,Europe,23.089000000000002
4405,Ireland,Chile,Europe,Latin America and the Caribbean,23.084
4406,Turkey,State of Palestine,Northern Africa and Western Asia,Northern Africa and Western Asia,23.05719
4407,Denmark,Pakistan,Europe,Central and Southern Asia,23.042422615
