,Exporter,Importer,Exporter_region,Import_region,Weight
11110,Romania,Panama,Europe,Latin America and the Caribbean,0.012
11111,South Africa,Andorra,Sub-Saharan Africa,Europe,0.012
11112,Greece,Rwanda,Europe,Sub-Saharan Africa,0.012
11113,Denmark,Eritrea,Europe,Sub-Saharan Africa,0.012
11114,Cote d'Ivoire,Madagascar,Sub-Saharan Africa,Sub-Saharan Africa,0.012
11115,Ghana,Malawi,Sub-Saharan Africa,Sub-Saharan Africa,0.012
11116,Ghana,Ireland,Sub-Saharan Africa,Europe,0.012
11117,Ghana,Cabo Verde,Sub-Saharan Africa,Sub-Saharan Africa,0.012
11118,Kyrgyzstan,Colombia,Central and Southern Asia,Latin America and the Caribbean,0.012
11119,Cote d'Ivoire,Palau,Sub-Saharan Africa,Oceania (excl. Australia and New Zealand),0.012
11120,Chile,Bosnia Herzegovina,Latin America and the Caribbean,Europe,0.012
11121,Latvia,Antigua and Barbuda,Europe,Latin America and the Caribbean,0.012
11122,Syria,Iceland,Northern Africa and Western Asia,Europe,0.012
11123,Philippines,Algeria,Eastern and South-Eastern Asia (excl. China),Northern Africa and Western Asia,0.012
11124,Canada,Sint Maarten (Dutch part),Northern America,Latin America and the Caribbean,0.012
11125,Hungary,Cote d'Ivoire,Europe,Sub-Saharan Africa,0.012
11126,Poland,Namibia,Europe,Sub-Saharan Africa,0.012
11127,Argentina,Cameroon,Latin America and the Caribbean,Sub-Saharan Africa,0.012
11128,Nigeria,Zimbabwe,Sub-Saharan Africa,Sub-Saharan Africa,0.012
11129,Paraguay,Indonesia,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),0.012
11130,Trinidad and Tobago,Singapore,Latin America and the Caribbean,Eastern and South-Eastern Asia (excl. China),0.012
11131,Trinidad and Tobago,Denmark,Latin America and the Caribbean,Europe,0.012
11132,Oman,Cote d'Ivoire,Northern Africa and Western Asia,Sub-Saharan Africa,0.012
11133,Azerbaijan,Ethiopia,Northern Africa and Western Asia,Sub-Saharan Africa,0.012
11134,El Salvador,Belgium,Latin America and the Caribbean,Europe,0.011882
11135,El Salvador,Chile,Latin America and the Caribbean,Latin America and the Caribbean,0.01188
11136,Luxembourg,South Africa,Europe,Sub-Saharan Africa,0.01181
11137,Peru,China,Latin America and the Caribbean,China,0.011783
11138,Falkland Islands (Malvinas),Namibia,Latin America and the Caribbean,Sub-Saharan Africa,0.011778
11139,Portugal,Egypt,Europe,Northern Africa and Western Asia,0.011750654499999999
11140,Bahrain,Sri Lanka,Northern Africa and Western Asia,Central and Southern Asia,0.011611516
11141,Israel,"China, Macao SAR",Northern Africa and Western Asia,China,0.011574
11142,Greece,Lebanon,Europe,Northern Africa and Western Asia,0.0115
11143,Indonesia,El Salvador,Eastern and South-Eastern Asia (excl. China),Latin America and the Caribbean,0.01138
